hour,hour_label,day_of_week,day_name,month,month_name,age,city_pop,distance,log_amt,is_fraud,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
11,11:31 AM,6,Saturday,12,December,38,1312922,0.8814868868321459,5.2832037287379885,0,False,False,False,True,False,False,False,False,False,False,False,False,False
12,12:41 PM,5,Friday,10,October,45,320420,0.9158315059360004,3.2928695047765277,0,False,False,False,False,False,False,False,False,False,False,False,False,False
21,09:58 PM,4,Thursday,2,February,32,2872,0.6069238023747295,0.9555114450274363,0,False,False,False,False,False,False,False,False,False,False,False,False,True
4,04:22 AM,1,Monday,12,December,69,331,0.5561287000542212,2.3115448343655176,0,False,False,False,False,False,False,False,False,False,False,True,False,False
8,08:07 AM,7,Sunday,12,December,46,105549,0.7929522385616886,0.7227059828014898,0,False,False,False,False,False,False,False,True,False,False,False,False,False
23,11:19 PM,4,Thursday,3,March,68,1517,0.8971235626077422,3.663048694079415,0,False,False,False,False,False,False,False,False,False,False,False,False,False
12,12:22 PM,3,Wednesday,4,April,35,277,0.8577526455249213,4.198854716425088,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,04:47 AM,6,Saturday,3,March,52,614,0.9016078446952298,4.477677665472815,0,False,True,False,False,False,False,False,False,False,False,False,False,False
1,01:00 AM,5,Friday,1,January,77,60,1.027735408737579,1.9712993830601329,0,False,False,False,False,False,False,False,False,False,False,True,False,False
13,01:58 PM,5,Friday,1,January,60,198,0.3935365273033752,3.4550540544528663,0,False,False,False,False,True,False,False,False,False,False,False,False,False
13,01:53 PM,2,Tuesday,12,December,21,895,0.6184351859435323,1.8809906029559973,0,True,False,False,False,False,False,False,False,False,False,False,False,False
13,01:23 PM,1,Monday,9,September,61,308,0.4754996524467716,3.6555811687124216,0,False,False,False,False,False,False,False,False,False,False,False,False,False
17,05:45 PM,7,Sunday,3,March,46,635,0.7395394608565533,4.520265678897648,0,False,False,False,False,False,True,False,False,False,False,False,False,False
8,08:50 AM,6,Saturday,8,August,84,17047,0.6704480088552756,4.390862483336281,0,False,True,False,False,False,False,False,False,False,False,False,False,False
15,03:29 PM,7,Sunday,7,July,34,760,1.1527562746435196,5.220247711126114,0,False,False,False,False,False,False,False,False,False,False,True,False,False
23,11:03 PM,6,Saturday,11,November,37,3684,0.8740073411419318,2.87919845729804,0,False,False,False,False,False,False,False,False,False,False,False,True,False
15,03:39 PM,4,Thursday,4,April,62,260,1.017019419647436,3.744550651484397,0,False,False,False,False,False,True,False,False,False,False,False,False,False
3,03:10 AM,7,Sunday,7,July,59,927396,0.9158879531613036,4.281100716083921,0,False,True,False,False,False,False,False,False,False,False,False,False,False
18,06:12 PM,2,Tuesday,8,August,60,927396,0.7477201510197528,4.021415382199343,0,False,False,False,False,False,False,False,False,False,True,False,False,False
13,01:32 PM,6,Saturday,4,April,57,258,0.8268863813051961,3.3894621254437345,0,False,False,False,False,False,True,False,False,False,False,False,False,False
22,10:47 PM,6,Saturday,8,August,20,1312922,0.4865712540070563,2.066862759472976,0,False,False,False,False,False,False,False,False,True,False,False,False,False
12,12:53 PM,5,Friday,6,June,63,759,0.8543615625465564,5.117754262768945,0,False,False,False,False,False,False,True,False,False,False,False,False,False
22,10:12 PM,3,Wednesday,7,July,33,122111,0.8147257247098576,1.3711807233098423,0,False,False,False,False,False,False,False,False,False,True,False,False,False
7,07:26 AM,5,Friday,2,February,45,14871,0.1933916041326521,5.458052424669195,0,False,False,False,True,False,False,False,False,False,False,False,False,False
18,06:04 PM,1,Monday,2,February,46,54287,0.8937526041416654,3.344979701663927,0,False,False,False,False,False,False,False,False,False,True,False,False,False
5,05:20 AM,7,Sunday,5,May,42,1302,0.7087641583954423,4.662495252607361,0,False,False,False,False,False,False,False,False,False,False,True,False,False
23,11:26 PM,5,Friday,8,August,38,1789,1.0213355852069308,4.853357507741733,1,True,False,False,False,False,False,False,False,False,False,False,False,False
22,10:16 PM,2,Tuesday,9,September,57,171170,0.9012418555465624,3.2534704696327,0,False,False,False,False,True,False,False,False,False,False,False,False,False
23,11:15 PM,7,Sunday,12,December,38,42817,0.456072117553794,5.43790538075509,0,False,False,False,False,False,False,True,False,False,False,False,False,False
6,06:48 AM,2,Tuesday,5,May,32,2872,0.2227254264986422,4.248209486939542,0,False,False,True,False,False,False,False,False,False,False,False,False,False
17,05:39 PM,7,Sunday,12,December,75,589,0.0998464177074081,2.052840859882657,0,False,False,False,False,True,False,False,False,False,False,False,False,False
16,04:10 PM,4,Thursday,12,December,29,302,0.6772220838100275,4.8060681283549815,0,False,False,False,False,False,True,False,False,False,False,False,False,False
17,05:21 PM,7,Sunday,12,December,48,54287,0.726969034202968,5.649748586163716,0,False,False,False,False,False,False,False,False,False,False,False,False,False
13,01:37 PM,1,Monday,6,June,32,2872,0.7070327521586173,3.9889840465642745,0,True,False,False,False,False,False,False,False,False,False,False,False,False
20,08:09 PM,5,Friday,12,December,36,50489,0.7020027328294379,3.3068867021909143,0,False,False,False,False,False,False,False,False,True,False,False,False,False
0,12:40 AM,4,Thursday,8,August,34,35439,0.5827078701999793,4.639764830752591,0,False,True,False,False,False,False,False,False,False,False,False,False,False
8,08:17 AM,1,Monday,3,March,61,198,1.1942333299929286,5.2526921885217615,0,False,False,False,True,False,False,False,False,False,False,False,False,False
22,10:00 PM,1,Monday,11,November,36,85,0.8299843814397889,2.033397603178429,0,False,False,False,False,False,False,True,False,False,False,False,False,False
7,07:44 AM,6,Saturday,6,June,64,337,0.8153448475951826,1.1474024528375415,0,False,False,False,False,False,False,False,False,True,False,False,False,False
4,04:16 AM,6,Saturday,8,August,32,46,0.5617422454133305,4.698478363121743,0,False,False,False,True,False,False,False,False,False,False,False,False,False
3,03:11 AM,3,Wednesday,11,November,42,149,0.4855105413829887,4.572026967394837,0,False,False,False,True,False,False,False,False,False,False,False,False,False
6,06:53 AM,7,Sunday,9,September,40,757530,0.9112411606183074,4.145354483129846,0,False,False,False,True,False,False,False,False,False,False,False,False,False
23,11:10 PM,1,Monday,7,July,34,94014,0.4297902531886883,5.454166603010877,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,07:11 AM,5,Friday,11,November,38,1789,1.0507350899061083,4.619467490688916,0,False,False,False,True,False,False,False,False,False,False,False,False,False
12,12:17 PM,2,Tuesday,9,September,32,832,0.9461711059914034,5.716501247063976,1,False,False,False,True,False,False,False,False,False,False,False,False,False
2,02:49 AM,5,Friday,4,April,85,73,0.5633318049782012,5.072733339694467,0,False,False,False,False,False,False,False,False,True,False,False,False,False
18,06:21 PM,2,Tuesday,12,December,39,1201,0.946260349020823,3.9110225050945626,0,False,False,False,False,False,False,True,False,False,False,False,False,False
7,07:19 AM,6,Saturday,6,June,53,129,0.3195281372414542,4.846860674588879,0,False,False,False,True,False,False,False,False,False,False,False,False,False
11,11:37 AM,7,Sunday,6,June,83,1288,0.3164382645840981,1.4701758451005928,0,False,False,False,False,False,False,False,False,False,False,True,False,False
16,04:16 PM,1,Monday,12,December,48,34882,0.8399349847011924,4.016022595446631,0,True,False,False,False,False,False,False,False,False,False,False,False,False
1,01:07 AM,6,Saturday,2,February,44,14871,0.8453159326855186,5.280102478127132,0,False,False,False,True,False,False,False,False,False,False,False,False,False
22,10:04 PM,7,Sunday,3,March,60,1241364,0.0752634737771223,4.165889729385197,0,False,False,False,False,False,False,True,False,False,False,False,False,False
6,06:56 AM,3,Wednesday,12,December,34,35439,0.92459844324442,4.2601414466837575,0,False,False,True,False,False,False,False,False,False,False,False,False,False
0,12:14 AM,5,Friday,7,July,54,233717,0.6340104478863079,3.195811885269649,0,False,False,False,False,False,False,False,False,True,False,False,False,False
17,05:07 PM,4,Thursday,4,April,49,710,0.7255347988242875,3.971046345877607,0,False,False,False,False,False,False,True,False,False,False,False,False,False
8,08:01 AM,2,Tuesday,1,January,63,207,1.0637489255881725,4.056988775678332,0,False,True,False,False,False,False,False,False,False,False,False,False,False
7,07:44 AM,6,Saturday,2,February,64,207,0.7130386002601916,4.627420794922911,0,False,False,False,True,False,False,False,False,False,False,False,False,False
23,11:07 PM,7,Sunday,10,October,54,519,0.6609608943485248,4.258869811047899,0,False,False,False,False,False,False,True,False,False,False,False,False,False
22,10:07 PM,2,Tuesday,12,December,34,760,0.7519961917170808,3.7386215460087504,0,False,False,False,False,False,False,True,False,False,False,False,False,False
13,01:37 PM,1,Monday,10,October,69,467,0.9392479146088092,2.391511302188447,0,False,False,False,False,False,False,False,False,False,False,False,False,True
14,02:21 PM,2,Tuesday,12,December,29,1490,0.8521475236424579,3.581294243433999,0,False,False,False,False,False,False,True,False,False,False,False,False,False
6,06:36 AM,4,Thursday,11,November,69,3805,0.907897913309638,4.911919321157098,0,False,False,False,True,False,False,False,False,False,False,False,False,False
13,01:53 PM,5,Friday,12,December,37,1789,0.6487120042206732,1.8453002361560848,0,False,False,False,False,False,False,False,False,False,False,False,True,False
12,12:50 PM,4,Thursday,5,May,38,3684,1.1854553711759823,1.2325602611778486,0,False,False,False,False,False,False,False,False,False,False,True,False,False
18,06:20 PM,6,Saturday,10,October,48,18408,0.2965107247520775,4.960674444942484,0,False,False,False,False,False,False,False,False,False,False,False,True,False
10,10:38 AM,7,Sunday,3,March,68,1139,0.5853251253055853,1.742219023667919,0,False,False,False,False,False,False,False,True,False,False,False,False,False
14,02:42 PM,6,Saturday,11,November,34,35439,0.8562360905153358,3.5759906720353185,0,True,False,False,False,False,False,False,False,False,False,False,False,False
5,05:19 AM,6,Saturday,7,July,34,27971,0.7468436211604061,5.249757175932659,0,False,False,False,True,False,False,False,False,False,False,False,False,False
5,05:48 AM,7,Sunday,6,June,63,732,1.0769270242616251,4.322939892214555,0,False,True,False,False,False,False,False,False,False,False,False,False,False
17,05:34 PM,2,Tuesday,8,August,30,1661,0.085615568590066,3.0081547935525483,0,False,False,False,False,False,True,False,False,False,False,False,False,False
21,09:08 PM,7,Sunday,10,October,47,1749,0.7961900050772934,3.9027804240612136,0,False,False,False,False,False,False,True,False,False,False,False,False,False
3,03:35 AM,7,Sunday,12,December,81,61,1.156572566959807,1.8357763546448291,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,01:22 AM,2,Tuesday,8,August,26,19408,1.0209391318428251,3.9849016508407193,0,False,False,True,False,False,False,False,False,False,False,False,False,False
12,12:46 PM,7,Sunday,12,December,39,241,1.0381359774061416,2.5915163848462583,0,True,False,False,False,False,False,False,False,False,False,False,False,False
14,02:16 PM,6,Saturday,10,October,59,92043,0.4889022909181334,3.8567216896430567,0,False,False,False,False,False,True,False,False,False,False,False,False,False
1,01:22 AM,1,Monday,6,June,51,899,0.3729484615680836,1.742219023667919,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,02:44 AM,1,Monday,7,July,79,493,0.974276553059746,4.32267464022361,0,False,False,True,False,False,False,False,False,False,False,False,False,False
16,04:10 PM,5,Friday,1,January,38,509,0.6969450815358305,4.209308814022622,0,True,False,False,False,False,False,False,False,False,False,False,False,False
12,12:44 PM,2,Tuesday,9,September,47,635,0.9829124980108904,1.172482137234565,0,False,False,False,False,False,False,False,False,False,False,False,False,False
19,07:01 PM,6,Saturday,6,June,63,1120,1.127589162038194,3.5139306516493947,0,False,False,False,False,False,False,False,False,False,False,False,False,False
18,06:46 PM,2,Tuesday,1,January,73,589,1.1836293497822756,3.807772984054347,0,False,False,False,False,True,False,False,False,False,False,False,False,False
0,12:27 AM,4,Thursday,12,December,55,191096,0.5927010854739525,4.582208574350744,0,False,False,False,True,False,False,False,False,False,False,False,False,False
17,05:06 PM,3,Wednesday,4,April,46,54287,0.2797224404655495,4.218772140597153,0,False,False,False,False,False,False,False,False,False,True,False,False,False
5,05:10 AM,1,Monday,11,November,27,19408,0.8521606762606415,3.784189633918261,0,False,False,True,False,False,False,False,False,False,False,False,False,False
18,06:11 PM,4,Thursday,10,October,76,761,1.010270393119089,4.499142781342561,0,False,False,False,False,False,True,False,False,False,False,False,False,False
23,11:28 PM,2,Tuesday,5,May,30,2368,0.431842143553638,5.762680115903686,0,False,False,False,False,False,False,False,False,False,False,True,False,False
19,07:56 PM,1,Monday,8,August,65,602,0.8494159198537587,3.70499883599382,0,False,False,False,False,False,False,False,False,False,True,False,False,False
0,12:46 AM,2,Tuesday,1,January,27,42384,0.175379512044591,4.199755076629969,0,False,False,True,False,False,False,False,False,False,False,False,False,False
19,07:52 PM,1,Monday,3,March,43,320420,1.228803157631431,4.406353326664939,0,False,False,False,False,True,False,False,False,False,False,False,False,False
13,01:12 PM,7,Sunday,6,June,47,18408,0.536474918214267,3.112181086197238,0,False,False,False,False,False,True,False,False,False,False,False,False,False
15,03:08 PM,1,Monday,7,July,49,84106,0.9549435474189022,4.295787686556971,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,01:11 AM,6,Saturday,9,September,62,732,0.234820853028428,2.333114298028869,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,07:11 AM,1,Monday,3,March,26,525713,0.6698235744328488,2.115049969147204,0,False,False,False,False,False,False,False,True,False,False,False,False,False
8,08:06 AM,3,Wednesday,10,October,45,320420,0.5461200414560862,2.244955980157409,0,False,False,False,False,False,False,False,True,False,False,False,False,False
21,09:10 PM,6,Saturday,8,August,31,7268,0.5205366834527589,1.3532545070416904,0,True,False,False,False,False,False,False,False,False,False,False,False,False
12,12:32 PM,6,Saturday,6,June,57,258,0.96215057230404,4.630155438682,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,04:42 AM,6,Saturday,5,May,84,1288,0.3083634397995266,4.931303444814125,0,False,False,False,False,False,False,False,False,False,False,True,False,False
8,08:00 AM,4,Thursday,12,December,83,1288,0.4396737239920051,0.8458682675776092,0,False,False,False,False,False,False,False,False,False,False,True,False,False
20,08:40 PM,4,Thursday,5,May,60,1241364,1.0753974648905429,2.25758772706331,0,True,False,False,False,False,False,False,False,False,False,False,False,False
15,03:47 PM,6,Saturday,12,December,52,471,0.7441665135505625,2.6720775406433925,0,False,False,False,False,False,False,False,False,False,False,False,False,False
13,01:46 PM,1,Monday,3,March,22,973849,0.8113395640260611,1.62924053973028,0,False,False,False,False,False,False,False,False,False,False,False,False,True
18,06:41 PM,2,Tuesday,6,June,35,85,0.6275658055248126,2.0241930674493576,0,False,False,False,False,False,False,False,False,False,False,True,False,False
12,12:27 PM,4,Thursday,3,March,35,85,1.169702671885469,3.59950164296272,0,False,False,False,False,False,False,True,False,False,False,False,False,False
20,08:35 PM,6,Saturday,6,June,52,757530,0.5904825453897821,2.6166656393003573,0,False,False,False,False,False,False,False,False,False,True,False,False,False
8,08:15 AM,5,Friday,12,December,38,3684,0.9099925863884823,0.9707789171582248,0,False,False,False,False,False,False,False,True,False,False,False,False,False
14,02:24 PM,6,Saturday,7,July,33,94014,0.7068246772404011,3.012589390620414,0,True,False,False,False,False,False,False,False,False,False,False,False,False
