category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,age,trans_hour,trans_dayofweek,distance_km
misc_net,6.53,Fullerton,NE,41.36600000000001,-98.0054,1749,"Surveyor, mining",41.206198,-98.330313,0,46,21,5,32.44615474214509
misc_pos,488.52,Parker,CO,39.5102,-104.7216,84861,Materials engineer,39.211599,-103.763192,0,87,7,0,88.83410014508999
gas_transport,60.68,Altonah,UT,40.3207,-110.436,302,"Sales professional, IT",41.302834,-110.08914,0,30,10,6,113.04214754052093
gas_transport,86.28,Westerville,NE,41.4193,-99.3844,73,Product designer,42.142737,-99.208419,0,85,11,5,81.7552121217564
food_dining,178.68,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,38.073589,-103.672212,0,27,19,1,124.61793061191446
health_fitness,92.92,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.754738,-94.548655,0,30,22,0,58.944958887079444
entertainment,176.74,Littleton,CO,39.5994,-105.0044,320420,Water engineer,40.263018,-104.86545,0,44,22,6,74.73599130826231
gas_transport,44.03,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.416178,-118.461519,0,45,6,0,64.78205054872355
shopping_pos,1.31,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,43.678059000000005,-108.209678,0,34,18,6,93.21179205236596
kids_pets,82.74,Brashear,MO,40.1959,-92.4333,805,Private music teacher,39.353382,-92.112275,0,49,16,5,97.61802600363804
kids_pets,94.15,Albuquerque,NM,35.0561,-106.5506,641349,Charity officer,35.072390000000006,-107.244271,0,52,22,3,63.159610249739366
food_dining,31.01,Westfir,OR,43.7575,-122.481,597,Forensic psychologist,44.703132,-123.459171,0,58,20,6,130.8813111548647
health_fitness,3.71,Jelm,WY,41.0539,-106.0763,100,Public librarian,41.661222,-105.456405,0,46,14,1,85.0717860740042
kids_pets,20.84,Carlotta,CA,40.507,-123.9743,1139,"Therapist, occupational",40.485007,-123.267042,0,68,23,4,59.8543685688451
shopping_pos,18.75,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,40.717976,-98.53406,0,69,3,0,31.02452718956212
home,71.53,Redford,MO,37.3272,-91.0243,241,Investment analyst,37.856868,-91.62401,0,45,15,6,79.12463621305429
personal_care,7.4,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,41.133749,-96.372558,0,68,20,3,34.352258756497825
entertainment,24.18,Manley,NE,40.9207,-96.168,206,Human resources officer,41.359639,-96.672393,0,52,18,3,64.54652320955624
home,48.48,Riverton,WY,43.0351,-108.2024,19408,"Lecturer, higher education",42.320621,-108.58918,0,25,19,5,85.50681727688418
personal_care,21.47,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,45.815056,-123.037054,0,37,12,0,52.78972993799089
kids_pets,39.18,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,36.96496,-107.049114,0,47,12,6,139.89557142368167
grocery_pos,110.19,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,38.754581,-92.042851,0,32,0,2,77.35071778246619
kids_pets,52.73,Mound City,MO,40.1362,-95.2138,1631,Architect,40.408458,-95.367064,0,66,18,5,32.9479974883137
gas_transport,54.13,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.840029,-117.463277,0,47,3,3,57.567137749999695
home,18.74,Yellowstone National Park,WY,44.7957,-110.6137,369,Materials engineer,45.152529,-109.663457,0,77,20,0,84.6254577824598
gas_transport,37.77,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,40.24795,-98.164715,0,63,10,0,9.70152948735081
home,14.38,Manley,NE,40.9207,-96.168,206,Human resources officer,40.203693,-96.547306,0,51,14,4,85.92505008857373
gas_transport,50.18,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,49.542141,-117.896294,0,41,3,2,76.25458438186992
grocery_pos,197.97,Daly City,CA,37.6787,-122.478,107941,"Buyer, industrial",37.460194,-121.898733,0,28,11,5,56.54008250526663
entertainment,29.35,Mesa,ID,44.6255,-116.4493,129,Cartographer,44.936313,-116.433638,0,54,16,6,34.58292841250858
health_fitness,184.99,Monitor,WA,47.4852,-120.4158,584,Medical technical officer,47.015233,-119.471501,0,50,20,4,88.37859963836188
grocery_pos,91.96,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,41.931509000000005,-105.061862,0,45,3,4,78.55608123940677
shopping_pos,3.23,Parks,AZ,35.2563,-111.95,759,"Geologist, engineering",36.203988,-112.947221,0,63,0,0,138.58796869518898
entertainment,60.91,Clarksville,MO,39.3465,-90.9362,1146,Exercise physiologist,39.573664,-91.477721,0,90,22,6,52.90847806508875
kids_pets,37.86,Westerville,NE,41.4193,-99.3844,73,Product designer,42.099445,-99.990598,0,84,23,5,90.81748173427206
grocery_pos,115.05,Greenview,CA,41.5403,-122.9366,308,Call centre manager,40.716101,-123.722466,0,60,7,5,112.83306133815557
home,63.96,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",36.631434000000006,-105.075904,0,32,15,3,35.31346424845992
shopping_net,7.94,Kirtland Afb,NM,35.0203,-106.5503,310,"Surveyor, land/geomatics",35.330063,-106.070207,0,40,19,6,55.59185487507916
shopping_pos,235.11,Mountain Center,CA,33.6401,-116.5567,1661,"Therapist, music",33.158577,-116.830566,0,30,16,3,59.2721195618965
entertainment,175.16,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,37.706193,-122.862477,0,65,23,1,59.83087493580553
travel,2.29,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,33.402167,-115.573625,0,63,17,0,78.98017557951214
food_dining,55.28,Santa Monica,CA,34.0287,-118.4924,92043,"Civil engineer, contracting",33.78628,-117.915604,0,58,9,0,59.66571005666258
misc_pos,234.09,Laramie,WY,41.4247,-105.4781,35371,"Pilot, airline",41.238579,-104.838418,0,31,0,3,57.28026970032738
grocery_net,66.9,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,35.063635999999995,-118.450417,0,37,8,3,102.92497212723613
shopping_pos,209.97,Daly City,CA,37.6787,-122.478,107941,"Buyer, industrial",37.59751,-122.590115,0,27,17,5,13.377661030626776
home,35.41,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,34.388713,-112.803408,0,19,18,6,89.55220869031739
misc_pos,35.43,Littleton,CO,39.5994,-105.0044,320420,Water engineer,39.209548,-105.177203,0,44,2,4,45.82155576616314
grocery_net,63.81,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.81903,-115.789571,0,47,0,5,54.83273082536435
personal_care,138.55,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.547571000000005,-122.82296,0,35,17,5,50.36763041708822
shopping_pos,2.24,Wheaton,MO,36.7651,-94.0492,760,Production manager,36.321567,-93.56412,0,33,23,6,65.6519351213059
food_dining,62.17,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,38.480967,-120.46404,0,31,14,6,19.06386069535972
misc_pos,6.2,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,44.283013,-123.171966,0,54,0,0,50.96029924406078
home,41.51,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.388304,-117.572553,0,46,22,6,74.36853660673987
food_dining,13.09,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",34.248455,-117.093569,0,47,23,0,56.260340728653226
gas_transport,53.5,Mound City,MO,40.1362,-95.2138,1631,Architect,41.095402,-95.142362,0,67,4,0,106.82869536580357
home,91.58,Daly City,CA,37.6787,-122.478,107941,"Buyer, industrial",36.883079,-123.201784,0,28,17,1,109.21211068161568
misc_net,17.09,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,32.851987,-111.523929,0,20,16,6,120.61043233413118
health_fitness,73.23,Independence,MO,39.1412,-94.3515,123373,"Engineer, production",38.408762,-93.425623,0,27,21,6,114.34550962377959
health_fitness,15.72,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,42.090416,-101.150307,0,38,18,2,103.93136102055759
entertainment,37.67,Huslia,AK,65.6899,-156.292,277,"Engineer, civil (consulting)",64.823223,-156.36168500000002,0,54,14,3,96.42462789924798
gas_transport,68.21,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,35.170497,-90.174056,0,63,8,0,97.63350837927669
personal_care,9.17,Newhall,CA,34.3795,-118.523,34882,Health physicist,33.677232000000004,-118.451538,0,48,14,5,78.36582879499305
shopping_pos,34.93,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,34.867893,-118.185024,0,37,20,4,86.57311595864473
grocery_pos,124.08,Campbell,NE,40.2967,-98.737,493,"Surveyor, minerals",41.001985,-99.430523,0,79,7,4,97.84414783382618
shopping_net,28.15,American Fork,UT,40.3928,-111.7941,42384,Futures trader,40.542942,-111.851196,0,26,20,4,17.379657888862646
grocery_pos,120.17,Unionville,MO,40.4815,-92.9951,3805,"Investment banker, corporate",41.160513,-92.121152,0,70,3,3,105.39742295291003
travel,4.94,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),39.93675,-119.843756,0,52,18,6,69.37604154927163
shopping_pos,3.55,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),38.947306,-121.595821,0,51,1,5,126.49539736865228
home,9.94,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,39.40056,-93.030917,0,70,16,6,123.55467611193609
grocery_pos,137.95,Mesa,ID,44.6255,-116.4493,129,Cartographer,44.566243,-115.719508,0,54,3,6,58.1586837460466
entertainment,20.58,Conway,WA,48.34,-122.3456,85,"Research officer, political party",47.505658,-122.797931,0,35,17,3,98.70709491280003
shopping_pos,6.93,Iliff,CO,40.7692,-103.0968,648,Community arts worker,39.917709,-103.201659,0,49,8,4,95.09760064867956
health_fitness,45.09,Ballwin,MO,38.577,-90.5255,92608,"Engineer, communications",38.800633000000005,-90.576711,0,18,13,5,25.26096748380479
travel,6.12,Freedom,WY,43.0172,-111.0292,471,"Education officer, museum",43.253504,-110.314359,0,51,14,2,63.67826287377441
travel,1.57,Ballwin,MO,38.577,-90.5255,92608,"Engineer, communications",39.093612,-90.920291,0,18,17,6,66.85177285800805
misc_net,57.29,Mound City,MO,40.1362,-95.2138,1631,Architect,41.077285,-94.337708,0,67,1,3,128.13959500888785
grocery_pos,136.37,June Lake,CA,37.7773,-119.0825,633,Health service manager,37.59946,-118.094003,0,91,2,0,89.20070199798023
misc_pos,7.44,Cascade Locks,OR,45.67100000000001,-121.8686,1288,Barrister,44.934926,-121.30425,0,83,10,6,92.98960473087472
personal_care,126.23,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,40.489677,-101.85589,0,37,23,0,95.68437077153749
grocery_pos,102.77,Eugene,OR,44.0385,-123.0614,191096,"Scientist, physiological",44.690015,-123.55688700000002,0,55,1,4,82.46014699641259
personal_care,1.6,Redford,MO,37.3272,-91.0243,241,Investment analyst,37.570426,-90.23903,0,45,15,1,74.41024301057456
health_fitness,28.25,Palmdale,CA,34.5715,-118.0231,171170,Chemical engineer,33.734594,-118.875259,0,55,16,5,121.69062889558201
gas_transport,43.92,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,34.186172,-118.571866,0,45,5,6,54.882006248110564
personal_care,23.07,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,33.505524,-105.628847,0,53,16,4,65.36397433810657
personal_care,56.43,Moriarty,NM,34.9889,-106.0609,7268,"Therapist, art",34.481904,-106.306399,0,31,16,5,60.67484357442924
gas_transport,42.72,Jelm,WY,41.0539,-106.0763,100,Public librarian,40.335874,-105.415349,0,45,4,1,97.36250600748754
entertainment,19.97,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,47.383629,-122.403274,0,36,12,3,32.12055428717535
health_fitness,24.48,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),44.693363,-122.771505,0,43,23,3,70.28359643413785
food_dining,2.09,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,33.350219,-118.752117,0,36,18,0,101.63833119807406
grocery_pos,107.74,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),41.235062,-97.547677,0,92,8,2,69.450702548857
health_fitness,43.44,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,35.889949,-107.083684,0,31,15,3,87.13608924893256
shopping_pos,7.58,Claremont,CA,34.1092,-117.7183,35705,Wellsite geologist,33.356385,-116.875145,0,63,0,6,114.39522890621392
grocery_net,48.26,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,45.306226,-122.318812,0,37,0,0,30.800226063332495
misc_pos,6.16,Wheaton,MO,36.7651,-94.0492,760,Production manager,36.895789,-94.466008,0,34,14,1,39.84141219261547
health_fitness,11.44,Burbank,WA,46.1966,-118.9017,3684,Musician,47.123902,-118.843502,0,38,15,0,103.20687929671665
grocery_pos,90.75,Carroll,NE,42.277,-97.1926,566,Metallurgist,42.981869,-96.513317,0,45,10,3,96.07974044094784
shopping_pos,10.44,Luray,MO,40.4931,-91.8912,519,Town planner,41.157459,-91.59547,0,53,11,6,77.95144194824967
shopping_net,26.01,Hawthorne,CA,33.9143,-118.3493,93193,"Editor, magazine features",33.341471000000006,-119.277166,0,24,12,2,106.94453379559931
kids_pets,48.29,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,32.804836,-111.76538899999998,0,37,14,0,88.45864010493246
shopping_pos,1.27,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,37.496381,-104.786845,0,31,15,0,82.90405570714469
grocery_net,46.5,Oakland,CA,37.7878,-122.1884,381459,Barista,37.236518,-122.629275,0,46,1,3,72.5931694000505
entertainment,230.63,Hawthorne,CA,33.9143,-118.3493,93193,"Editor, magazine features",33.523461,-118.836988,0,24,14,5,62.63552811843111
entertainment,291.51,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,39.451294,-120.944456,0,40,22,2,103.86389951056323
health_fitness,17.59,Altonah,UT,40.3207,-110.436,302,"Sales professional, IT",40.14177,-109.504258,0,30,15,0,81.56013044147234
shopping_pos,9.21,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,48.924638,-118.860908,0,41,20,3,47.712830445795205
shopping_net,76.16,Conway,WA,48.34,-122.3456,85,"Research officer, political party",47.799657,-121.392713,0,34,15,0,92.85888473199077
shopping_net,303.04,Mesa,ID,44.6255,-116.4493,129,Cartographer,43.869271000000005,-116.725983,0,53,1,2,86.92871119090636
shopping_pos,6.35,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,34.488554,-118.849996,0,46,21,5,95.88171950468073
shopping_pos,131.33,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,46.983587,-122.851187,0,35,23,0,85.38180379094992
personal_care,110.73,Newhall,CA,34.3795,-118.523,34882,Health physicist,33.60492,-118.894437,0,49,13,6,92.68696808517883
personal_care,140.49,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.091346,-94.031411,0,31,22,4,50.835361047671014
grocery_pos,96.18,Gardiner,OR,43.7857,-124.1437,260,"Engineer, maintenance",44.073461,-124.762307,0,63,7,0,58.974081670668554
shopping_net,4.11,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,37.488233,-123.703903,0,66,11,1,108.81078260847717
grocery_net,53.26,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,37.542085,-89.633623,0,41,9,2,91.9242139688818
home,14.3,Vinton,CA,40.0235,-120.7986,128,Education administrator,39.850277,-121.578015,0,53,14,4,69.18705156548467
misc_pos,8.34,Kirtland Afb,NM,35.0203,-106.5503,310,"Surveyor, land/geomatics",35.655546,-107.507445,0,40,17,5,111.92414770485965
travel,4.55,Iliff,CO,40.7692,-103.0968,648,Community arts worker,40.318124,-103.886651,0,50,19,1,83.4866473905282
grocery_pos,120.29,Wales,AK,64.7556,-165.6723,145,"Administrator, education",65.49426700000001,-166.655425,0,80,8,4,94.1294874444441
gas_transport,75.24,Broomfield,CO,39.8854,-105.1139,92337,"Engineer, electronics",40.529705,-105.306488,0,52,8,1,73.48640381412987
misc_pos,36.24,Alva,WY,44.6873,-104.4414,110,"Administrator, local government",45.129533,-104.959088,0,46,10,5,63.87620868143185
health_fitness,169.28,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,33.192155,-112.67131100000002,0,19,21,6,86.11210676852389
home,19.86,Valentine,NE,42.8062,-100.6215,4005,Network engineer,43.335525,-100.667153,0,74,18,2,58.974957432777195
shopping_net,5.17,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,39.942298,-93.751628,0,47,20,0,24.643979983685607
shopping_pos,8.96,Smith River,CA,41.9404,-124.1587,1930,Web designer,41.940268,-124.116369,0,35,13,0,3.501285793241499
misc_pos,8.93,Mound City,MO,40.1362,-95.2138,1631,Architect,40.951315,-95.285435,0,66,6,3,90.83853752545166
entertainment,71.97,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.241309,-94.164523,0,32,18,6,48.4714706116191
entertainment,75.99,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,43.678369,-109.86369,0,43,18,2,108.2972820444159
kids_pets,206.54,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",34.333083,-117.421592,0,46,15,5,69.13660093381083
gas_transport,50.09,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,39.372107,-121.924689,0,41,11,0,103.37306102094858
shopping_net,9.28,Ashford,WA,46.7531,-121.9898,759,Video editor,45.843313,-122.782273,0,63,2,6,118.06916816527813
personal_care,195.8,Fields Landing,CA,40.7268,-124.2174,276,"Scientist, audiological",41.395566,-123.868283,0,89,13,3,79.91652350014017
food_dining,69.62,Independence,MO,39.1412,-94.3515,123373,"Engineer, production",38.670605,-94.222935,0,27,21,2,53.49721751402432
kids_pets,37.34,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),44.809614,-122.316741,0,41,17,0,75.59876341765825
travel,8.67,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,34.036067,-118.95482,0,36,14,3,67.8536727710386
kids_pets,22.16,Mountain Center,CA,33.6401,-116.5567,1661,"Therapist, music",32.800765000000006,-116.670915,0,31,18,4,93.93256353407745
travel,1.67,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,43.788428,-122.056425,0,54,19,6,59.907950950111065
gas_transport,70.98,Jordan Valley,OR,42.8801,-117.281,641,Economist,42.232258,-117.262934,0,25,11,3,72.05193963464248
grocery_net,76.89,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,35.93873,-106.35016,0,44,2,4,89.8447896279869
grocery_net,66.99,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.755028,-94.45935,0,32,1,1,88.94769086962303
health_fitness,29.82,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,40.453362,-99.000904,0,62,12,5,83.88147079918839
shopping_pos,2.26,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,48.556090000000005,-117.62246,0,41,15,6,56.755695226163034
shopping_net,2.77,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,35.215371000000005,-108.174856,0,30,18,3,57.75047738876707
shopping_net,58.23,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,42.929561,-123.769087,0,55,1,4,136.1078780314066
travel,578.37,Williamsburg,MO,38.8874,-91.7689,710,Glass blower/designer,38.500534,-91.279045,0,48,20,0,60.48018167998213
shopping_net,1.78,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",42.086429,-98.414382,0,39,20,5,72.39398569421154
shopping_net,42.62,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,47.787468,-116.623804,0,20,12,6,71.17891346871023
shopping_net,2.7,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.787337,-110.640247,0,32,12,1,69.84351889657718
shopping_pos,210.86,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,32.650104,-111.436239,0,31,17,6,77.68460664428021
home,18.53,Wheaton,MO,36.7651,-94.0492,760,Production manager,37.192906,-93.79902,0,34,14,0,52.50480171292178
kids_pets,46.58,Burlington,WA,48.4786,-122.3345,14871,Public house manager,47.719306,-122.911567,0,46,23,2,94.68190129052961
shopping_pos,8.63,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,32.809835,-117.716187,0,60,0,4,64.25998598047919
food_dining,1.68,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,37.428612,-92.749691,0,30,22,1,95.98130824007495
food_dining,29.61,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",35.680229,-105.984177,0,31,14,5,118.94300168958075
grocery_pos,169.63,June Lake,CA,37.7773,-119.0825,633,Health service manager,37.169141,-118.104933,0,92,0,5,109.61332321985901
travel,6.99,Mound City,MO,40.1362,-95.2138,1631,Architect,40.628949,-95.283151,0,66,12,0,55.10516160686238
food_dining,215.39,Moriarty,NM,34.9889,-106.0609,7268,"Therapist, art",34.683752,-106.294673,0,30,17,0,40.08144417645244
travel,9.66,Clarksville,MO,39.3465,-90.9362,1146,Exercise physiologist,40.123643,-90.005401,0,90,20,4,117.48211352776109
grocery_pos,120.85,Westerville,NE,41.4193,-99.3844,73,Product designer,41.446242,-98.887874,0,84,10,4,41.50183104422478
shopping_pos,5.54,Greenview,CA,41.5403,-122.9366,308,Call centre manager,42.423763,-122.039963,0,61,10,1,123.05619398912648
home,23.16,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,32.941329,-111.868874,0,31,12,3,81.48432340685034
gas_transport,49.3,Parker,CO,39.5102,-104.7216,84861,Materials engineer,40.321665,-104.855853,0,86,1,5,90.95430792593842
misc_net,105.52,Kissee Mills,MO,36.6704,-93.0377,1201,"Engineer, agricultural",37.117931,-94.035342,0,39,10,3,101.72057335139539
home,41.98,Rock Springs,WY,41.606,-109.23,27971,Music therapist,41.51586,-109.997814,0,36,19,2,64.66469915595104
entertainment,35.76,Rock Springs,WY,41.606,-109.23,27971,Music therapist,40.958906,-109.670795,0,34,20,1,80.83253041257872
personal_care,45.78,Redford,MO,37.3272,-91.0243,241,Investment analyst,37.76621,-90.334832,0,44,22,2,77.95945828111854
grocery_pos,66.22,Albuquerque,NM,35.0561,-106.5506,641349,Charity officer,34.340106,-107.184668,0,53,1,4,98.48123930270032
gas_transport,75.44,Odessa,MO,38.9829,-93.9757,9512,Clinical research associate,38.471322,-93.170567,0,46,4,1,90.0765746111386
home,39.72,Clarksville,MO,39.3465,-90.9362,1146,Exercise physiologist,39.125775,-91.215448,0,90,16,4,34.36279926998135
health_fitness,59.82,Rock Springs,WY,41.606,-109.23,27971,Music therapist,41.331533,-109.700438,0,35,18,1,49.67717120717825
home,11.69,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.822781,-106.79578,0,47,15,4,68.25853518416957
grocery_pos,121.95,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",36.891653000000005,-104.492313,0,32,2,1,90.56901837668624
grocery_net,29.23,Burbank,WA,46.1966,-118.9017,3684,Musician,46.443974,-119.108184,0,37,10,6,31.749890190504928
grocery_pos,150.72,Gardiner,OR,43.7857,-124.1437,260,"Engineer, maintenance",43.521519,-123.225911,0,63,1,6,79.46659275620404
shopping_pos,8.4,Moriarty,NM,34.9889,-106.0609,7268,"Therapist, art",34.515429,-105.112562,0,31,23,6,101.38155098859619
entertainment,2.54,Yellowstone National Park,WY,44.7957,-110.6137,369,Materials engineer,44.916043,-110.409074,0,78,16,0,20.95769946251349
shopping_net,1.15,Westerville,NE,41.4193,-99.3844,73,Product designer,41.253918,-99.828309,0,85,2,0,41.37338327652551
kids_pets,23.93,Redford,MO,37.3272,-91.0243,241,Investment analyst,36.587619,-91.840236,0,45,17,6,109.63086258415625
home,89.38,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,39.359989,-94.49768,0,70,21,4,104.6717015337003
shopping_pos,39.05,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,39.731538,-105.530051,0,26,13,0,120.2311717817547
food_dining,57.82,Rock Springs,WY,41.606,-109.23,27971,Music therapist,41.571367,-108.49236299999998,0,34,19,4,61.46683511076401
grocery_pos,50.0,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,33.504003999999995,-117.556533,0,36,11,2,95.62736870866067
kids_pets,81.89,Huntington Beach,CA,33.6773,-118.0051,190249,"Therapist, horticultural",33.642038,-118.060265,0,43,17,4,6.437517400917719
entertainment,22.53,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.563253,-92.895719,0,30,12,1,88.26058392483803
personal_care,17.62,Browning,MO,40.029,-93.1607,602,Cytogeneticist,40.474214,-93.915441,0,66,16,1,80.95249061227794
misc_pos,29.01,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,36.230745,-89.687828,0,63,9,3,58.00852885466557
travel,5.0,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),41.714167,-96.745805,0,92,23,6,20.021022636815356
grocery_pos,274.87,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.054521,-117.928284,1,46,2,0,95.70066834513547
shopping_pos,9.35,Jelm,WY,41.0539,-106.0763,100,Public librarian,41.986579,-106.147484,0,46,19,3,103.8783502681399
entertainment,76.07,Burbank,WA,46.1966,-118.9017,3684,Musician,46.378843,-119.369681,0,37,18,2,41.276304888930845
gas_transport,64.89,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,38.193042,-120.68733,0,41,5,6,69.61471529300572
shopping_pos,1.48,Claremont,CA,34.1092,-117.7183,35705,Wellsite geologist,33.283995000000004,-117.097787,0,64,11,2,108.23527489697145
shopping_net,591.23,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,45.589686,-122.338884,0,38,18,4,33.596820643002864
food_dining,24.93,Eugene,OR,44.0385,-123.0614,191096,"Scientist, physiological",45.029563,-122.408503,0,55,4,5,121.74638436989507
misc_pos,80.16,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.933965,-94.669041,0,31,4,6,7.056497650981715
food_dining,3.63,Wheaton,MO,36.7651,-94.0492,760,Production manager,36.957543,-93.9642,0,34,23,6,22.695572175237267
personal_care,224.79,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.944941,-111.391685,0,37,13,5,74.70709514821763
misc_pos,73.2,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,32.489541,-104.932293,0,18,20,1,117.4339970727216
gas_transport,80.32,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,34.86182,-107.658637,0,30,0,4,101.1781455105698
kids_pets,24.65,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,34.242562,-110.513221,0,31,18,4,119.06547332202504
home,27.18,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,43.321745,-108.091143,0,32,13,2,74.21296524125275
entertainment,45.34,Kirk,CO,39.6171,-102.4776,207,Network engineer,39.513256,-101.819478,0,64,16,0,57.583811076243975
home,12.32,Riverton,WY,43.0351,-108.2024,19408,"Lecturer, higher education",43.225488,-108.56996,0,25,21,0,36.576699941959305
shopping_net,8.66,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",35.677763,-104.730401,0,31,18,1,128.34566879169964
misc_net,4.94,Valentine,NE,42.8062,-100.6215,4005,Network engineer,42.328801,-101.294762,0,74,5,3,76.5361525629843
health_fitness,85.53,Huslia,AK,65.6899,-156.292,277,"Engineer, civil (consulting)",64.921637,-155.3005,0,53,15,1,97.0501396914335
health_fitness,1.6,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,34.139216999999995,-117.290424,0,65,17,0,99.65678093816686
food_dining,62.86,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,41.313181,-96.929934,0,68,15,6,81.46009988638666
